stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
HORTMAIT,967.0,Horton at Maitland EB - #967,,42.982411,-81.234569,,,,,,0
HORTWAT2,977.0,Horton at Waterloo WB - #977,,42.981101,-81.239838,,,,,,0
HORTWELL,978.0,Horton at Wellington EB - #978,,42.980351,-81.242012,,,,,,0
HORTWHA2,980.0,Horton west of Wharncliffe WB - #980,,42.976819,-81.263014,,,,,,0
HORTWHA3,981.0,Horton west of Wharncliffe EB - #981,,42.976569,-81.264939,,,,,,0
HORTWHA4,982.0,Horton west of Wharncliffe 2 WB - #982,,42.97667,-81.265273,,,,,,0
JALNAUGU,1039.0,Jalna at Augusta WB - #1039,,42.925083,-81.23802,,,,,,0
JALNBEE1,1040.0,Jalna at Beechbank NB - #1040,,42.940318,-81.230124,,,,,,0
JALNBEE2,1041.0,Jalna at Beechbank Cr SB - #1041,,42.940752,-81.230922,,,,,,0
JALNBEM2,1043.0,Jalna at Beechmount SB - #1043,,42.935685,-81.228522,,,,,,0
JALNBRA1,1044.0,1102 Jalna - #1044,,42.933241,-81.2283,,,,,,0
JALNBRA3,1046.0,Jalna north of Bradley NB - #1046,,42.934874,-81.228269,,,,,,0
JALNBRA4,1047.0,Jalna south of Bradley SB - #1047,,42.932977,-81.228337,,,,,,0
JALNCHES,1048.0,Jalna at Cheswick Circle NB - #1048,,42.92977,-81.24294,,,,,,0
JALNCLAR,1049.0,Jalna at Clara Cr  WB - #1049,,42.924953,-81.239608,,,,,,0
JALNCOLE,1050.0,Jalna at Colette NB - #1050,,42.936824,-81.245692,,,,,,0
JALNERI1,1051.0,Jalna at Erica NB - #1051,,42.934258,-81.244643,,,,,,0
JALNERI2,1052.0,Jalna at Erica north SB - #1052,,42.936714,-81.245736,,,,,,0
JALNERI4,1053.0,Jalna at Erica south SB - #1053,,42.933905,-81.244384,,,,,,0
JALNERN3,1055.0,Jalna at Ernest north EB - #1055,,42.940752,-81.236511,,,,,,0
JALNERN4,1056.0,Jalna at Ernest south WB - #1056,,42.925286,-81.235316,,,,,,0
JALNERN5,1057.0,Jalna at Ernest south EB - #1057,,42.925268,-81.234714,,,,,,0
JALNFAI1,1058.0,1559 Jalna NB - #1058,,42.927868,-81.243276,,,,,,0
JALNFAI2,1059.0,Jalna at Fairchild WB - #1059,,42.92513,-81.241265,,,,,,0
JALNJOS1,1060.0,Jalna at Josselyn NB - #1060,,42.938372,-81.245514,,,,,,0
JALNJOS2,1061.0,Jalna north of Josselyn SB - #1061,,42.940554,-81.244017,,,,,,0
JALNJOS4,1062.0,Jalna south of Josselyn SB - #1062,,42.938103,-81.245772,,,,,,0
JALNMEG,1063.0,Jalna at Meg WB - #1063,,42.926158,-81.231418,,,,,,0
JALNPIER,1064.0,Jalna at Piers NB - #1064,,42.928458,-81.22641,,,,,,0
JALNPON1,1065.0,Jalna at Ponderosa NB - #1065,,42.938001,-81.22926,,,,,,0
JALNPOP1,1067.0,Jalna at Poplar WB - #1067,,42.941114,-81.231727,,,,,,0
JALNSDAL,1071.0,Jalna at Southdale NB - #1071,,42.941258,-81.243625,,,,,,0
JALNTUMB,1072.0,Jalna at Tumbleweed SB - #1072,,42.938776,-81.229523,,,,,,0
KINGBUR1,1077.0,King Edward at Burlington NB - #1077,,42.962132,-81.20638,,,,,,0
KINGCHI1,1078.0,King Edward at Chippendale NB - #1078,,42.964116,-81.208154,,,,,,0
KINGCHI2,1079.0,King Edward at Chippendale SB - #1079,,42.964385,-81.20833,,,,,,0
KINGEAGL,1082.0,King Edward at Eagle SB - #1082,,42.963123,-81.207767,,,,,,0
KINGECHO,1083.0,King Edward at Echo SB - #1083,,42.966097,-81.209213,,,,,,0
KINGOAK1,1084.0,Kingsway at Oakridge EB - #1084,,42.977778,-81.294035,,,,,,0
KINGOAK2,1085.0,Kingsway at Oakridge WB - #1085,,42.977689,-81.294624,,,,,,0
KINGRICH,1086.0,King at Richmond EB - #1086,,42.9826,-81.2486,,,,,,0
KINGSCE1,1087.0,King Edward at Scenic NB - #1087,,42.967366,-81.210686,,,,,,0
KINGSCE2,1088.0,King Edward at Scenic SB - #1088,,42.967282,-81.210728,,,,,,0
KINGTHO2,1089.0,King Edward at Thompson SB - #1089,,42.969234,-81.212795,,,,,,0
KINGVERM,1090.0,King Edward at Vermont Ave NB - #1090,,42.965959,-81.208889,,,,,,0
KINGWON1,1091.0,Kingsway at Wonderland EB - #1091,,42.978802,-81.290458,,,,,,0
KINGWON2,1092.0,Kingsway at Wonderland WB - #1092,,42.978844,-81.290607,,,,,,0
LANGHOLB,1105.0,Langarth at Holborn WB - #1105,,42.964875,-81.262683,,,,,,0
MACKEMER,1131.0,MacKay at Emery SB - #1131,,42.963916,-81.264329,,,,,,0
MCMAWON2,1154.0,McMaster at Wonderland WB - #1154,,42.942934,-81.287573,,,,,,0
MEGEXE1,1168.0,Meg at Exeter NB - #1168,,42.925081,-81.231996,,,,,,0
MEGEXE2,1169.0,Meg at Exeter SB - #1169,,42.925303,-81.232154,,,,,,0
MILLASHB,1174.0,Millbank at Ashbury SB - #1174,,42.942113,-81.202548,,,,,,0
MILLBEX1,1175.0,687 Millbank - #1175,,42.940822,-81.200906,,,,,,0
MILLBEX2,1176.0,Millbank at Bexhill  SB - #1176,,42.941025,-81.201199,,,,,,0
MILLBEX3,1177.0,Millbank at Bexhill  NB - #1177,,42.938394,-81.200185,,,,,,0
MILLBEX4,1178.0,720 Millbank - #1178,,42.938947,-81.200415,,,,,,0
MILLBRID,1179.0,Millbank at Bridington NB - #1179,,42.942167,-81.202469,,,,,,0
MILLDOWN,1180.0,Millbank at Downing NB - #1180,,42.946786,-81.211933,,,,,,0
MILLDUD1,1181.0,Millbank at Dudley NB - #1181,,42.94404,-81.20437,,,,,,0
MILLDUD2,1182.0,Millbank at Dudley SB - #1182,,42.944011,-81.204454,,,,,,0
MILLEBU2,1183.0,131 Millbank - #1183,,42.946075,-81.211972,,,,,,0
MILLEBU4,1184.0,Millbank at Ebury SB - #1184,,42.9487,-81.211287,,,,,,0
MILLHARR,1185.0,Millbank at Harrow  NB - #1185,,42.945846,-81.204681,,,,,,0
MILLPAR1,1186.0,Millbank at Parliament EB - #1186,,42.952091,-81.20796,,,,,,0
MILLPAR2,1187.0,Millbank at Parliament WB - #1187,,42.952118,-81.20764,,,,,,0
MILLSDA1,1188.0,Millbank at Southdale NB - #1188,,42.945211,-81.21175,,,,,,0
MILLSDA2,1189.0,Millbank at Southdale SB - #1189,,42.944955,-81.211803,,,,,,0
MILLSDA4,1190.0,Laurier Secondary School - #1190,,42.94561,-81.204729,,,,,,0
MILLSHA1,1191.0,Millbank at Shaftsbury east NB - #1191,,42.950273,-81.205551,,,,,,0
MILLSHA2,1192.0,Millbank at Shaftsbury east SB - #1192,,42.950104,-81.205462,,,,,,0
MILLSHA3,1193.0,Millbank at Shaftsbury NB - #1193,,42.949798,-81.210517,,,,,,0
MILLSHA4,1194.0,Millbank at Shaftsbury west SB - #1194,,42.949744,-81.210611,,,,,,0
MILLSTAN,1195.0,Millbank at Stanhope NB - #1195,,42.948279,-81.21163,,,,,,0
NEWBADE1,1228.0,Newbold at Adelaide EB - #1228,,42.934315,-81.208905,,,,,,0
NEWBBESS,1229.0,Newbold at Bessemer EB - #1229,,42.934002,-81.211509,,,,,,0
NEWBCON1,1231.0,Newbold at Consortium EB - #1231,,42.934763,-81.20534,,,,,,0
NEWBTOWE,1232.0,Newbold at Towerline EB - #1232,,42.93529,-81.201678,,,,,,0
NIXOCRE2,1234.0,Nixon at Creston SB - #1234,,42.944628,-81.237278,,,,,,0
NIXOEDEN,1235.0,Nixon at Eden NB - #1235,,42.946199,-81.237585,,,,,,0
NIXOSDAL,1236.0,Nixon at Southdale SB - #1236,,42.943059,-81.236891,,,,,,0
NIXOWIMB,1237.0,Nixon at Southdale NB - #1237,,42.94292,-81.236739,,,,,,0
NOTRVISC,1240.0,Notre Dame at Viscount SB - #1240,,42.94825,-81.270439,,,,,,0
OSGOADE1,1249.0,Osgoode east of Adelaide EB - #1249,,42.937583,-81.208226,,,,,,0
OSGOADE3,1250.0,Osgoode west of Adelaide EB - #1250,,42.938882,-81.210941,,,,,,0
OSGOBRE1,1251.0,Osgoode at Breckenridge EB - #1251,,42.937553,-81.217407,,,,,,0
OSGOBRE2,1252.0,Osgoode at Breckenridge WB - #1252,,42.93763,-81.217447,,,,,,0
OSGOFITZ,1253.0,Osgoode at Fitzroy WB - #1253,,42.937771,-81.214978,,,,,,0
OSGOKIN1,1254.0,Osgoode at Kinburn EB - #1254,,42.937955,-81.213015,,,,,,0
OSGOKIN2,1255.0,Osgoode at Kinburn WB - #1255,,42.939015,-81.21095,,,,,,0
OSGOKIN4,1256.0,1081 Osgoode WB - #1256,,42.938117,-81.212643,,,,,,0
OSGOMETC,1257.0,Osgoode at Metcalfe EB - #1257,,42.937637,-81.215597,,,,,,0
OSGOWOO1,1258.0,Osgoode at Woodrow EB - #1258,,42.938591,-81.206426,,,,,,0
OSGOWOO2,1259.0,Osgoode at Woodrow WB - #1259,,42.938269,-81.206641,,,,,,0
OXFOADE1,1260.0,Oxford at Adelaide EB - #1260,,42.99992,-81.237831,,,,,,0
OXFOANDR,1262.0,Oxford at St. Andrews EB - #1262,,42.992511,-81.262967,,,,,,0
OXFOBEA1,1263.0,Oxford at Beaverbrook EB - #1263,,42.987116,-81.281374,,,,,,0
OXFOBEA2,1264.0,Oxford west of Beaverbrook WB - #1264,,42.986398,-81.284148,,,,,,0
OXFOBEA4,1265.0,Oxford east of Beaverbrook WB - #1265,,42.987331,-81.280986,,,,,,0
OXFOBRI1,1266.0,Oxford at Britannia EB - #1266,,42.989831,-81.272053,,,,,,0
OXFOCAP1,1268.0,Oxford at Capulet Lane EB - #1268,,42.982657,-81.296316,,,,,,0
OXFOCAP2,1269.0,Oxford at Capulet Lane WB - #1269,,42.983137,-81.295367,,,,,,0
OXFOCHE1,1270.0,Chelsey Park Retirement Home - #1270,,42.988137,-81.277858,,,,,,0
OXFOCHE2,1271.0,Oxford at Cherryhill Blvd WB - #1271,,42.988906,-81.275677,,,,,,0
OXFOCHE3,1272.0,Oxford at Cherryhill Blvd EB - #1272,,42.988555,-81.276434,,,,,,0
OXFOCOL1,1280.0,Oxford at Colborne EB - #1280,,42.997644,-81.245728,,,,,,0
OXFOCOL2,1281.0,Oxford at Colborne WB - #1281,,42.997886,-81.245338,,,,,,0
OXFOFERN,1290.0,Oxford at Fernely WB - #1290,,42.991842,-81.26563,,,,,,0
OXFOGEO1,1298.0,Oxford at St. George EB - #1298,,42.994743,-81.255576,,,,,,0
OXFOGEO2,1299.0,Oxford at St. George WB - #1299,,42.994758,-81.255944,,,,,,0
OXFOGRAC,1303.0,Oxford & Grace St WB - #1303,,42.992617,-81.262911,,,,,,0
OXFOMAI1,1320.0,Oxford at Maitland EB - #1320,,42.998642,-81.242401,,,,,,0
OXFOMAI2,1321.0,Oxford at Maitland WB - #1321,,42.998552,-81.243088,,,,,,0
OXFOPLAT,1326.0,Oxford at Platts Lane WB - #1326,,42.989933,-81.272489,,,,,,0
OXFOPRO1,1327.0,Oxford at Proudfoot Lane EB - #1327,,42.985262,-81.287429,,,,,,0
OXFOPRO2,1328.0,Oxford at Proudfoot WB - #1328,,42.985491,-81.287381,,,,,,0
OXFORAT1,1331.0,Oxford at Rathowen EB - #1331,,42.990925,-81.268407,,,,,,0
OXFORAT2,1332.0,Oxford at Rathowen WB - #1332,,42.991005,-81.268365,,,,,,0
OXFORIC1,1333.0,Oxford at Richmond EB - #1333,,42.995586,-81.252763,,,,,,0
OXFORIC2,1334.0,Oxford at Richmond WB - #1334,,42.995433,-81.253762,,,,,,0
OXFOTAL1,1350.0,Oxford at Talbot EB - #1350,,42.993941,-81.258169,,,,,,0
OXFOTAL2,1351.0,Oxford at Talbot WB - #1351,,42.994224,-81.257846,,,,,,0
OXFOWAT1,1354.0,Oxford at Waterloo EB - #1354,,42.996846,-81.248395,,,,,,0
OXFOWAT2,1355.0,Oxford at Waterloo WB - #1355,,42.997142,-81.247865,,,,,,0
OXFOWEL1,1356.0,Oxford at Wellington EB - #1356,,42.996041,-81.251186,,,,,,0
OXFOWEL2,1357.0,Oxford at Wellington WB - #1357,,42.996245,-81.250872,,,,,,0
OXFOWHA1,1358.0,Oxford at Wharncliffe EB - #1358,,42.992073,-81.264464,,,,,,0
OXFOWHA2,1359.0,Oxford at Wharncliffe WB - #1359,,42.992133,-81.264637,,,,,,0
OXFOWIL1,1360.0,Oxford at William EB - #1360,,42.9993,-81.240156,,,,,,0
OXFOWIL2,1361.0,Oxford at William WB - #1361,,42.999381,-81.240321,,,,,,0
OXFOWON1,1363.0,Oxford at Wonderland EB - #1363,,42.984173,-81.29128,,,,,,0
OXFOWON2,1364.0,Oxford at Wonderland WB - #1364,,42.984031,-81.292317,,,,,,0
PARKMAEN,1373.0,Parkwood Hospital Main Entrance WB - #1373,,42.956426,-81.22502,,,,,,0
PARKWEC2,1376.0,Parkwood Hospital at  Western Counties Rd WB - #1376,,42.956614,-81.22348,,,,,,0
PLATCHE1,1389.0,Platts Lane at Cherryhill Place NB - #1389,,42.99222,-81.27299,,,,,,0
PLATCHE2,1390.0,Platts Lane at Cherryhill Place SB - #1390,,42.991966,-81.273038,,,,,,0
PLATOXF1,1391.0,Platts Lane at Oxford NB - #1391,,42.990499,-81.272074,,,,,,0
PLATOXF2,1392.0,Platts Lane at Oxford SB - #1392,,42.990316,-81.272041,,,,,,0
PLATTRO1,1393.0,Platts Lane at Trott NB - #1393,,42.995535,-81.274696,,,,,,0
PLATTRO2,1394.0,Platts Lane at Trott SB - #1394,,42.995009,-81.274594,,,,,,0
PONDAILS,1399.0,Pond Mills at Ailsa SB - #1399,,42.970378,-81.204489,,,,,,0
PONDBURL,1406.0,Pond Mills at Burlinton Gate NB - #1406,,42.963757,-81.201037,,,,,,0
PONDCLE1,1407.0,Pond Mills at Cleveland NB - #1407,,42.96746,-81.202057,,,,,,0
PONDCLE2,1408.0,Pond Mills at Cleveland SB - #1408,,42.967599,-81.202236,,,,,,0
PONDCOMM,1409.0,Pond Mills at Commissioners NB - #1409,,42.962133,-81.200663,,,,,,0
PONDDEV2,1410.0,Pond Mills north of Deveron SB - #1410,,42.960494,-81.200409,,,,,,0
PONDEGER,1412.0,Pond Mills atThompson NB - #1412,,42.97274,-81.209805,,,,,,0
PONDOLDH,1419.0,Pond Mills at Commissioners NB - #1419,,42.960678,-81.200278,,,,,,0
PONDSCE1,1421.0,Pond Mills at Scenic NB - #1421,,42.971897,-81.207463,,,,,,0
PONDSCE4,1422.0,Pond Mills south of Scenic SB - #1422,,42.971741,-81.207216,,,,,,0
PROUBEA1,1423.0,Proudfoot at Beaverbrook EB - #1423,,42.984089,-81.281458,,,,,,0
PROUBEA2,1424.0,Proudfoot at Beaverbrook WB - #1424,,42.984185,-81.28149,,,,,,0
PROUBEA3,1425.0,Proudfoot at Beaverbrook SB - #1425,,42.989486,-81.290155,,,,,,0
PROUFAR1,1427.0,Proudfoot north of Farrah NB - #1427,,42.988837,-81.289729,,,,,,0
PROUFAR2,1428.0,Proudfoot at Farrah SB - #1428,,42.98627,-81.288546,,,,,,0
PROUFAR3,1429.0,Proudfoot at Farrah NB - #1429,,42.987136,-81.288882,,,,,,0
PROUOXF1,1430.0,Proudfoot north of Oxford NB - #1430,,42.9861,-81.288366,,,,,,0
PROUOXF2,1431.0,Proudfoot at Oxford SB - #1431,,42.984805,-81.287837,,,,,,0
PROUOXF3,1432.0,Proudfoot south of Oxford NB - #1432,,42.984669,-81.28764,,,,,,0
QUEBDUFF,1434.0,Quebec at Dufferin SB - #1434,,42.99448,-81.219981,,,,,,0
QUEBDUND,1435.0,Quebec at Dundas NB - #1435,,42.992891,-81.219093,,,,,,0
QUEBELI1,1436.0,Quebec at Elias NB - #1436,,42.997177,-81.221188,,,,,,0
QUEBELI2,1437.0,Quebec at Elias SB - #1437,,42.996906,-81.221212,,,,,,0
QUEBLOR1,1438.0,Quebec at Lorne NB - #1438,,42.995928,-81.220581,,,,,,0
QUEBLOR2,1439.0,Quebec at Lorne SB - #1439,,42.995327,-81.220397,,,,,,0
QUEBQUEE,1441.0,Quebec at Queens NB - #1441,,42.993921,-81.219616,,,,,,0
QUEECLAR,1442.0,Queens at Clarence WB - #1442,,42.98586,-81.247506,,,,,,0
QUENRIDO,1443.0,Queens at Ridout WB - #1443,,42.98368,-81.254207,,,,,,0
RICHCENT,1463.0,Richmond at Central SB - #1463,,42.990176,-81.250873,,,,,,0
RICHDUF2,1467.0,Richmond at Dufferin SB - #1467,,42.98696,-81.250781,,,,,,0
RICHGREY,1475.0,Richmond at Grey SB - #1475,,42.976781,-81.246257,,,,,,0
RICHGRO2,1477.0,Richmond at Grosvenor SB - #1477,,42.999325,-81.255246,,,,,,0
RICHHOT1,1478.0,Richmond north of Horton NB - #1478,,42.979378,-81.247439,,,,,,0
RICHHOT2,1479.0,Richmond at Horton SB - #1479,,42.979296,-81.247519,,,,,,0
RICHHOT3,1480.0,Richmond south Horton NB - #1480,,42.978707,-81.247083,,,,,,0
RICHHYM1,1483.0,Richmond at Hyman NB - #1483,,42.991222,-81.250886,,,,,,0
RICHJAM1,1486.0,Richmond at St. James NB - #1486,,42.997499,-81.254137,,,,,,0
RICHJAM2,1487.0,Richmond at St. James SB - #1487,,42.997724,-81.254361,,,,,,0
RICHKEN1,1488.0,Richmond at Angel NB - #1488,,42.988374,-81.250678,,,,,,0
RICHKEN2,1489.0,Richmond at Kent SB - #1489,,42.988156,-81.250752,,,,,,0
RICHKIN1,1490.0,Richmond at King NB - #1490,,42.98234,-81.2489,,,,,,0
RICHMILL,1493.0,Richmond at Mill SB - #1493,,42.992941,-81.251948,,,,,,0
RICHOXF1,1494.0,Richmond at Oxford NB - #1494,,42.995977,-81.253301,,,,,,0
RICHOXF2,1495.0,Richmond at Oxford SB - #1495,,42.994909,-81.252915,,,,,,0
RICHPALL,1496.0,Richmond at Pall Mall NB - #1496,,42.992773,-81.251649,,,,,,0
RICHQUEE,1501.0,Richmond at Queens NB - #1501,,42.985269,-81.25034,,,,,,0
RICHSIM1,1509.0,Richmond at Simcoe NB - #1509,,42.977308,-81.246413,,,,,,0
RICHSIM2,1510.0,Richmond at Simcoe SB - #1510,,42.977941,-81.246863,,,,,,0
RIDOBAKE,1531.0,Ridout at Baker NB - #1531,,42.967407,-81.246257,,,,,,0
RIDOBAS1,1532.0,Ridout at Baseline NB - #1532,,42.960517,-81.242718,,,,,,0
RIDOBAS2,1533.0,Ridout at Baseline SB - #1533,,42.961246,-81.243171,,,,,,0
RIDOELMW,1539.0,Ridout at Elmwood SB - #1539,,42.972601,-81.248939,,,,,,0
RIDOEME1,1540.0,Ridout at Emery NB - #1540,,42.964715,-81.244873,,,,,,0
RIDOEME2,1541.0,Ridout at Emery SB - #1541,,42.965227,-81.245179,,,,,,0
RIDOHICK,1545.0,Ridout at Hickson NB - #1545,,42.962205,-81.243574,,,,,,0
RIDOKING,1549.0,Ridout at King SB - #1549,,42.982047,-81.253855,,,,,,0
RIDOMOU2,1553.0,Ridout at Mountsfiled SB - #1553,,42.959504,-81.242285,,,,,,0
RIDOROSE,1554.0,Ridout at Rosel SB - #1554,,42.962909,-81.244023,,,,,,0
RIDOTEC1,1555.0,Ridout at Tecumseh NB - #1555,,42.969427,-81.247221,,,,,,0
RIDOTEC2,1556.0,Ridout at Tecumseh SB - #1556,,42.969589,-81.247432,,,,,,0
RIDOWINS,1557.0,Ridout at Windsor SB - #1557,,42.967104,-81.246159,,,,,,0
RIDOYORK,1558.0,Ridout at York SB - #1558,,42.980443,-81.253033,,,,,,0
RIVEBEA1,1564.0,Riverside at Beaverbrook EB - #1564,,42.980089,-81.278145,,,,,,0
RIVEBEA2,1565.0,Riverside east of Beaverbrook WB - #1565,,42.981044,-81.276047,,,,,,0
RIVEBEA4,1566.0,Riverside west of Beaverbrook WB - #1566,,42.980225,-81.277985,,,,,,0
RIVEBRE1,1567.0,Riverside at Braemar EB - #1567,,42.977428,-81.286644,,,,,,0
RIVEBRE2,1568.0,Riverside at Braemar WB - #1568,,42.977418,-81.286814,,,,,,0
RIVEBRIT,1569.0,Riverside at Britannia WB - #1569,,42.982751,-81.271188,,,,,,0
RIVECAVE,1570.0,Riverside at Cavendish EB - #1570,,42.982955,-81.26652,,,,,,0
RIVEMTPL,1587.0,Riverside at Mt. Pleasant  WB - #1587,,42.983125,-81.26699,,,,,,0
RIVEMURD,1588.0,Riverside at Murdock EB - #1588,,42.98263,-81.271756,,,,,,0
RIVEORI1,1589.0,Riverside at Old Riverside EB - #1589,,42.978596,-81.283087,,,,,,0
RIVEORI2,1590.0,Riverside at Old Riverside WB - #1590,,42.978628,-81.283336,,,,,,0
RIVEWHA1,1600.0,Riverside at Wharncliffe EB - #1600,,42.982759,-81.26198,,,,,,0
RIVEWHA4,1601.0,Riverside West of Wharncliffe WB - #1601,,42.983051,-81.263566,,,,,,0
RIVEWIL1,1602.0,Riverside at Wilson EB - #1602,,42.982691,-81.25983,,,,,,0
RIVEWIL2,1603.0,Riverside at Wilson WB - #1603,,42.982815,-81.259629,,,,,,0
RIVEWON1,1604.0,Riverside at Wonderland EB - #1604,,42.976327,-81.289551,,,,,,0
RIVEWOO1,1606.0,Riverside at Woodward EB - #1606,,42.982944,-81.268758,,,,,,0
RIVEWOO2,1607.0,Riverside at Woodward WB - #1607,,42.983031,-81.269268,,,,,,0
ROXBWEL2,1608.0,Roxburgh at Wellington WB - #1608,,42.919249,-81.207311,,,,,,0
SALIQUEB,1617.0,Salisbury at Quebec EB - #1617,,42.999937,-81.222027,,,,,,0
SANDVER1,1625.0,Sandringham at Verulam EB - #1625,,42.9482,-81.23162,,,,,,0
SANDVER2,1626.0,Sandringham at Verulam WB - #1626,,42.948212,-81.231745,,,,,,0
SANDWIL2,1627.0,Sandringham at Wilkins SB - #1627,,42.948826,-81.234216,,,,,,0
SANDWIL4,1628.0,Sandringham at Wilkins WB - #1628,,42.948943,-81.234219,,,,,,0
SARNCAS1,1638.0,Sarnia at Wonderland EB - #1638,,42.995637,-81.297882,,,,,,0
SARNCAS3,1639.0,Sarnia at Castlegrove Blvd  2 EB - #1639,,42.998833,-81.287041,,,,,,0
SARNLEYT,1641.0,Sarnia at Leyton WB - #1641,,42.997241,-81.293041,,,,,,0
SARNRIPP,1643.0,Sarnia at Rippleton Ave EB - #1643,,42.997194,-81.292838,,,,,,0
SARNSLEI,1644.0,Sarnia at Sleightholme WB - #1644,,42.998918,-81.287283,,,,,,0
SHELBUR2,1656.0,Shelbourne at Burlington Gate SB - #1656,,42.963197,-81.200141,,,,,,0
SHOLEXE1,1658.0,Sholto at Exeter NB - #1658,,42.925738,-81.225438,,,,,,0
SHOLEXE2,1659.0,Sholto at Exeter SB - #1659,,42.925398,-81.225474,,,,,,0
SHOLJAL1,1660.0,Sholto at Jalna Blvd NB - #1660,,42.926831,-81.226266,,,,,,0
SHOLJAL2,1661.0,Jalna at Archer N Leg SB - #1661,,42.927482,-81.226401,,,,,,0
SOUTADE1,1666.0,Southdale & Adelaide EB - #1666,,42.944433,-81.21403,,,,,,0
SOUTADE2,1667.0,Southdale at Adelaide WB - #1667,,42.944488,-81.215236,,,,,,0
SOUTAND1,1668.0,Southdale at Andover EB - #1668,,42.93949,-81.273187,,,,,,0
SOUTAND2,1669.0,Southdale at Andover  WB - #1669,,42.939725,-81.273089,,,,,,0
SOUTBEA1,1670.0,Southcrest at Beachwood EB - #1670,,42.964424,-81.276425,,,,,,0
SOUTDUL1,1673.0,Southdale at Dulaney Dr. EB - #1673,,42.942115,-81.24042,,,,,,0
SOUTDUL2,1674.0,Southdale at Dulaney WB - #1674,,42.942263,-81.240731,,,,,,0
SOUTDUN2,1675.0,Southdale at Dundalk WB - #1675,,42.941979,-81.244486,,,,,,0
SOUTEAS2,1678.0,Southdale at Easy WB - #1678,,42.942993,-81.232317,,,,,,0
SOUTHOME,1680.0,Southdale at Homeview WB - #1680,,42.941369,-81.251878,,,,,,0
SOUTJAL1,1681.0,Southdale East of Jalna Blvd EB - #1681,,42.941877,-81.242985,,,,,,0
SOUTKOR1,1683.0,Southdale at Koru Crt EB - #1683,,42.94568,-81.200586,,,,,,0
SOUTKOR2,1684.0,Southdale at Koru Crt WB - #1684,,42.945718,-81.200797,,,,,,0
SOUTMIL1,1685.0,Southdale at Millbank Dr E EB - #1685,,42.945247,-81.205007,,,,,,0
SOUTMIL2,1686.0,Southdale East of Millbank WB - #1686,,42.945472,-81.203992,,,,,,0
SOUTMIL3,1687.0,St Francis Elementary School EB - #1687,,42.944869,-81.209276,,,,,,0
SOUTMIL4,1688.0,964 Southdale WB - #1688,,42.944983,-81.209328,,,,,,0
SOUTMIL5,1689.0,Southdale at Millbank Dr West EB - #1689,,42.944622,-81.212057,,,,,,0
SOUTMIL6,1690.0,Southdale West of Millbank WB - #1690,,42.944705,-81.212499,,,,,,0
SOUTERNE,1691.0,Southdale at Ernest St EB - #1691,,42.942535,-81.236357,,,,,,0
SOUTNIX1,1691.0,Southdale at Nixon EB - #1691,,42.942378,-81.237243,,,,,,0
SOUTNIX2,1692.0,Southdale at Nixon WB - #1692,,42.942523,-81.237558,,,,,,0
SOUTNOD1,1694.0,Southdale West of Notre Dame Dr  EB - #1694,,42.940031,-81.266737,,,,,,0
SOUTNOD2,1695.0,Southdale East of Notre Dame WB - #1695,,42.940325,-81.264321,,,,,,0
SOUTNOD4,1696.0,Southdale West of Notre Dame WB - #1696,,42.940115,-81.267119,,,,,,0
SOUTVER1,1700.0,Southdale at Verulam EB - #1700,,42.943068,-81.229588,,,,,,0
SOUTVER2,1701.0,Southdale at Verulam WB - #1701,,42.943186,-81.230062,,,,,,0
SOUTWATE,1702.0,South at Waterloo St EB - #1702,,42.976051,-81.23789,,,,,,0
